Submitted by CCM,VID,Vessel Name,Flag,Registration Number,WIN,Previous Names,Reg Port,Owner Name,Owner Address,Master Name,Master Nationality,Previous Flags,IRCS,Communication Details,Built in Country,Built in Year,Vessel Type,Crew,Fishing Methods,Length,Length Type,Length Units,Moulded Depth,Moulded Depth Units,Beam,Beam Units,Tonnage,Tonnage Type,Engine Power,Power Units,Freezer Types,Freezing Capacity,Freezing Capacity Units,Number of Freezers,FishHold Capacity,FishHold Cap Units,Auth Type,Auth Number,Auth Area,Auth Species,Auth Period From,Auth Period To,Purse seine vessel authorised to tranship at sea,IMO-LR,Authorisation to tranship on the high seas,Under Charter,Charterer Name,Chartering CCM,Address of Charter,Charter Start Date,Charter End Date
China,19,JING LU YUAN 008,China,ï¼ˆLU)CHUANDENG(JI)(2017)FT-200104,BZZS9,FULL WINNING NO.2,Longkou,Penglai Jinglu Fisheries Co.Ltd,"Xiesongying Village ,Liujiagou Town ,Penglai City",CAO ZHI JUN,China,Seychelles,BZZS9,CLS TRITON ADV:518813,Chinese Taipei,2001,Tuna longliner,32,Longlines (not specified),50.8,Registered,Meters,3.95,Meters,9,Meters,698,GT,1176,KW,Blast,8,MT/DAY,4,631,CuM,Longline,GH-0225(2017)Gyuoyu( gong),Pacific Ocean,Tuna and tuna-like species,01-Apr-17,31-Mar-20,Not specified,8662672,YES,NO,,,,,
Australia,11096,TEANNA,Australia,LFB13334,LFB13334,NONE KNOWN,Gladstone,"PENNISI, ROSARIO","8 SOLITARY STREET, COFFS HARBOUR, NSW, 2450, AUSTRALIA","PENNISI, ROSARIO",Australia,NONE,VJN3059,SKYWAVE: 01089961SKY3A8A,Australia,1979,Longliner,3,Drifting longlines,14.1,Overall,Meters,2,Meters,5,Meters,35,GRT,200,KW,,,CM,NONE,,CuM,EASTERN TUNA AND BILLFISH FISHERY,NONE,NO SPECIFIC AREAS,ALL HMS EXCEPT BLACK AND BLUE MARLIN,01-Mar-16,31-Dec-20,NOT APPLICABLE,,NO,NO,,,,,
European Union,8680,ALMA LUSA,Portugal,PRT000023093,CUPV3,NA,Portimao,"PESCARADE-SOCIEDADE DE PESCA DO ARADE, LDA.","Rua Luis de CamÃµes 
Vivenda Boavista  
8400 - 223 Ferragudo - Lagoa",JosÃ© Angel Sam Pedro,,na,CUPV3,"INMARSAT C	
MMSI 263582000	
IMN 420400336
",Spain,2006,Tuna longliner,21,,44.9,Overall,Meters,4.15,,9.2,Meters,602,GT,926,KW,,,,,,,,,,,01-Jan-07,31-Dec-20,Not specified,,,NO,,,,,
European Union,5295,VERDEMILHO,Portugal,PRT000001538,CUOZ,NA,Viana do Castelo,"Pescarias Jem, LDA","Avenida Combatentes da Grande Guerra, n.Âº 212 - 2Âº E 
4900-544 Viana do Castelo",Carlos Jesus Souto Gonzalez,,NA,CUOZ,"INMARSAT C	
MMSI 204212000	
IMN 420400133
",Portugal,1982,Tuna longliner,18,,34.5,Overall,Meters,3.4,,7.4,Meters,273,GT,809,KW,,,,,120,MT,Licence,,,,01-Jan-15,31-Dec-20,Not specified,,,NO,,,,,
European Union,5294,ILHA BRAVA,Portugal,PRT000000115,CSPI,NA,Leixoes,"Pesqueira Ilha Brava, Limitada","Avenida Elias Garcia, N 177 R/C
1050-099 Lisboa 
Portugal",Francisco Sanpedro,Spain,NA,CSPI,"INMARSAT C	
MMSI 263534000	
IMN 420400244
",Portugal,1951,Tuna longliner,18,,45.5,Overall,Meters,4.05,,8,Meters,453,GT,544,KW,,,,,290,MT,Licence,,,,01-Jan-15,31-Dec-20,Not specified,,,NO,,,,,
European Union,5288,SIEMPRE SOCIO,Spain,ESP000025135,EBWQ,NA,Cillero,Pesquera Augadoce S.L,"Lavandeiras. Celeiro, 13/Viveiro/27863/Lugo",MARCOS CURRAS RUA,Spain,NA,EBWQ,Â 00870773184701,Spain,2002,Tuna longliner,,,37.5,Overall,Meters,3.8,,8.1,Meters,192,GRT,39735,KW,,,,,,,Licence,,,,16-Sep-09,31-Dec-20,Not specified,,,NO,,,,,
European Union,8837,MARIANE,Spain,3-VI-75-06,ECLP,NA,Vigo,"PESQUERA F. PINO, S.A.",C/ORENSE NÂº9 1Âº DCHA|A GUARDA|36780|PONTEVEDRA/C/ORENSE NÂº9 1Âº DCHA|A GUARDA|36780|PONTEVEDRA,JOSÃ‰ ÃLVAREZ REY,Spain,NA,ECLP,None provided,Spain,2006,Tuna longliner,,,39.8,Overall,Meters,,,8,Meters,437,GT,,,,,,,,,,,,,01-Jan-07,31-Dec-20,Not specified,,,NO,,,,,
European Union,5021,PICO TRES MARES,Spain,25809,EBYC,NA,Algeciras,PESQUERA GUADALQUIVIR S.L.,"MUELLE SUR, ALMACEN 27|VIVEIRO|27863|LUGO",Eugenio Perez,Spain,NA,EBYC,Inmarsat C: 422445630-422445611,Spain,2000,Tuna longliner,,,44.5,Overall,Meters,3.9,,9.2,Meters,619,GT,675,KW,,,,,240,MT,Annual License,25809,Pacific,Sword Fish,01-Jan-10,31-Dec-20,Not specified,,,NO,,,,,
European Union,5279,CELTIC BAY,Spain,ESP000023456,EACH,NA,Vigo,"PESQUERA GUADIANA, S.L.","PS General Martinez Campos, 42/Vigo/36202/Pontevedra",Arturo Vidal Varela,Spain,NA,EACH,"Inmarsat C: 4224401610
Inmarsat M: 622401610",Spain,1997,Tuna longliner,20,,35,Overall,Meters,3.5,,7.7,Meters,172.5,GRT,423,KW,,,,,315,CuM,SWORDFISH ANNUAL LICENSE,2345624362,,Sword Fish,01-Jan-06,31-Dec-20,Not specified,,,NO,,,,,
European Union,8851,MARAL SEGUNDO,Spain,24725,EAXY,NA,La Guardia,PESQUERA PRIOR S.L.,"8Âª Transversal Solanas, 1036780 LA GUARDIA PONTEVEDRA",Manuel Luis/Martinez Alonso,Spain,NA,EAXY,Inmarsat C: 00874763484656,Spain,2000,Tuna longliner,8,,37.5,Overall,Meters,3.8,,8.1,Meters,408,GT,850,HP,,,,,320,,Annual License,,,Sword Fish,21-Jan-08,31-Dec-20,Not specified,,,NO,,,,,
Ecuador,8903,UGAVI,Ecuador,P-04-00700,HC4385,GUADALQUIVIR,Manta,Pesquera Ugavi S.A,"Manta, St. 12 -13 Av. 2 building Pichincha Bank. Floor 8 Office 802.",Vital Bailon,Ecuador,Vanuatu,HC4385,"Iridium:
00881641424618
Fleet Broad band:
00 870 773 186375
",France,1981,Tuna purse seiner,27,Boat or vessel seines,81,Registered,Meters,6.04,Meters,12.8,Meters,"1,997.00",GT,5020,HP,BRINE,,,10-Aug,1875,CuM,Fishing Permit,DRP-2012-065-AT,Kiribati EEZ,Tuna or tuna like species,04-Apr-13,03-Apr-14,NOT APPLICABLE,7910682,NO,NO,,,,,
European Union,5280,SALAIÃ‘O,Spain,ESP000024862,EBRG,NA,Vigo,Pesqueras Portelabaz S.L,"PZ Bautista Alonso, 3LA Guardia/36780/Pontevedra",Francisco Jose Portela Baz,Spain,NA,EBRG,Inmarsat C: 422461910,Spain,2001,Tuna longliner,23,,40.95,Overall,Meters,3.9,,9.2,Meters,221.96,GRT,539,KW,,,,,230,CuM,SWORDFISH ANNUAL LICENSE,248623201,,Sword Fish,01-Jan-06,31-Dec-20,Not specified,,,NO,,,,,
European Union,5178,ECCE HOMO DIVINO,Spain,ESP000024809,EAOJ,NA,Vigo,Pesquerea Ecce Homo S.L,Rua Grande- Cillero/Vivero/27863/Lugo,JOSE MARÃA ALVAREZ SOUTO,Spain,NA,EAOJ,00 870773184672,Spain,2000,Tuna longliner,,,37.5,Overall,Meters,,,8.1,Meters,185,GRT,368,KW,,,,,,,Licence,,,,01-Jan-10,31-Dec-20,Not specified,,,NO,,,,,
European Union,8860,PLAYA DE ARITZATXU,Spain,25179,EBVR,NA,Bermeo,PESQUERIA VASCO MONTAÃ‘ESA S.A.,PEVASA TXIBITXIAGA 14 48730 BERMEO VIZCAYA,Bingen Goitia,Spain,NA,EBVR,Inmarsat C: 322492210,Spain,2001,Tuna purse seiner,25,,86.7,Overall,Meters,6.7,,13.85,Meters,"1,711.80",GRT,5848,HP,,,,,1919,CuM,Annual License,305,,Tuna or tuna like species,01-Jan-08,31-Dec-20,Not specified,,,NO,,,,,
European Union,8861,PLAYA DE BAKIO,Spain,22165,EGWJ,PLAYA DE BAQUIO ,Bermeo,PESQUERIA VASCO MONTAÃ‘ESA S.A.,PEVASA TXIBITXIAGA 14 48730 BERMEO VIZCAYA,Manuel Sotero,Spain,NA,EGWJ,Inmarsat C: 322440510,Spain,1991,Tuna purse seiner,25,,75.6,Overall,Meters,9.05,,13.6,Meters,"1,575.01",GRT,3944,HP,,,,,1850,CuM,Annual License,301,,Tuna or tuna like species,01-Jan-08,31-Dec-20,Not specified,,,NO,,,,,
European Union,8686,PLAYA DE NOJA,Spain,20232,EFAO,FELIPE RUANO,Bermeo,PESQUERIA VASCO MONTAÃ‘ESA S.A.,PEVASA TXIBITXIAGA 14 48730 BERMEO VIZCAYA,Luis Montenegro,Spain,Spain ,EFAO,Inmarsat C: 322453110,Spain,1989,Tuna purse seiner,25,,66,Overall,Meters,9.05,,13.6,Meters,"1,586.32",GRT,4688,HP,,,,,1850,CuM,Annual License,300,,Tuna or tuna like species,01-Jan-08,31-Dec-20,Not specified,,,NO,,,,,
European Union,5283,PUNTAL DE AGUETE,Spain,ESP000024967,EBRS,NA,"Marin, Pontevedra",Pesquerias Chamo S.L,"CL Mendez Nunez, 37 3 B/Marin/36900/Pontevedra",Ramon Juncal Crespo,Spain,NA,EBRS,00 870773184028,Spain,2001,Tuna longliner,,,42.45,Overall,Meters,3.9,,9.2,Meters,234,GRT,35909,KW,,,,,,,Licence,,,,01-Jan-08,31-Dec-20,Not specified,,,NO,,,,,
European Union,5260,NOVO AIRINOS,Spain,ESP000025740,ECBY,NONE KNOWN,Vigo,"PESQUERIAS GEORGIA,S.L","MUELLE SUR,  21 - 27863-CELEIRO - VIVEIRO (LUGO) SPAIN",JOSE RAMON PAZ RODRIGUEZ,Spain,NONE KNOWN,ECBY,"INM C 422425220, PHONE: +870773184107",Spain,2003,Longliner,43,Longlines (not specified),50,Overall,Meters,6.85,Meters,10.2,Meters,946,GT,1080,KW,Tunnel,30,MT/day,,561,CuM,Annual licence,,No specific areas,Pez espada y afines,24-Sep-19,31-Dec-20,NOT APPLICABLE,9024621,NO,NO,,,,,
European Union,5265,ACECHADOR,Spain,ESP000021633,EABX,NA,Vigo,PESQUERIAS LUMAR S.L.,"PROGRESO,53 ENTRESUELO|PUEBLA DE CARAMIÃ‘AL|15940|A CORUÃ‘A",Manuel Ruiz Rivas,Spain,NA,EABX,"Inmarsat C: 422455620
",Spain,1989,Tuna longliner,17,,39.6,Overall,Meters,8,Meters,3.8,Meters,275.12,GRT,459,KW,,,,,389,MT,Sword Fish Annual Licence,216333316,Not provded,Swordfish,01-Jan-06,31-Dec-20,Not specified,,,NO,,,,,
European Union,8838,NUEVO PLEAMAR,Spain,3-VI-513-02,ECBM,NA,Vigo,PESQUERIAS XESTEIRA S.L./PESQUERIAS XESTEIRA S.L.,"AVDA. GARCAIA BARBON, 112 1Âº|VIGO|36201|PONTEVEDRA/AVDA. GARCAIA BARBON, 112 1Âº|VIGO|36201|PONTEVEDRA",ISIDRO GONZALEZ PIDRE,Spain,NA,ECBM,422419620,Spain,2004,Tuna longliner,,,47,Overall,Meters,,,9.2,Meters,692,GT,,,,,,,,,,,,,01-Jan-07,31-Dec-20,Not specified,,,NO,,,,,
Korea (Republic of),11152,P PIONEER,Korea (Republic of),JJR-141054,D7O,SUNNY IRIS,Jeju,"PETRA TRADING CO., LTD","4F SOOLIM B/D 17-1, DONGGWANG-RO, SEOCO-GU, SEOUL, KOREA","OH, SUNG-OK",Korea (Republic of),PANAMA,D7OC,"VOICE INMARSAT MOBILE 73168144
INMARSAT C 44400093",Japan,2000,BUNKER,19,,110,Overall,Meters,9.6,Meters,18.53,Meters,"5,160.00",GRT,3883,HP,,NA,NA,NA,,,Ministry of Oceans and Fisheries,NONE,NO SPECIFIC AREAS,NO SPECIFIC SPECIES,18-Sep-14,17-Sep-19,NOT APPLICABLE,9213222,NO,NO,,,,,
Philippines,11002,DISCOVERY 105,Philippines,11-0001005,4DFB-8,NONE,General Santos,PHIL SINO PACIFIC VENTURES CORP.,GENERAL SANTOS CITY,ARTURO A. BAO,Philippines,NONE,4DFB-8,FARIA WATCHDOG-GWD013-029-122010,Chinese Taipei,2013,Tuna purse seiner,35,One boat operated purse seines,61.85,Registered,Meters,7.2,Meters,12.2,Meters,"1,100.00",GT,2647,KW,BRINE/DRY,400 MT/DAY,MT,BRINE: 12; DRY: 4,970,MT,INTERNATIONAL FISHING PERMIT,MPRS-01945-IFP-12-17,No specific areas,TUNA AND TUNA-LIKE SPECIES,27-Mar-17,26-Mar-20,NO,9729295,NO,NO,,,,,
Australia,5138,SEA ANGEL,Australia,LFB13188,LFB13188,NONE KNOWN,Ulladulla,PHILLIP A PENNISI,"5 Dowling Street, Ulladulla, NSW, 2539","Pennisi, Peter",Australia,NONE,UNKNOWN,Inmarsat C: 450381137,Australia,1986,Longliner,4,Drifting longlines,18.49,Overall,Meters,2,Meters,5.18,Meters,19,GRT,410,KW,Blast,2.5,CM,1,12,CuM,Eastern Tuna and Billfish Fishery,NONE,No specific areas,All HMS except black and blue marlin,11-May-16,31-Dec-20,not applicable,,no,NO,,,,,
China,124,PING TAI RONG 301,China,(ZHE)CHUANDENG(JI)(2017)FT-200137,BZW2P,LIN XIANG NO.1,Zhoushan,"PING TAI RONG OCEAN FISHERY GROUP CO., LTD","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",Wang Lufang,China,CHINA,BZW2P,"Inmarsat C:  441202847
",China,2001,Tuna longliner,21,Longlines (not specified),48.64,Registered,Meters,3.75,Meters,8.7,Meters,657,GT,1029,KW,Plate,7,MT/Day,4,690,CuM,TUNA LONGLINER,NO.GH0797(2017)Guoyuï¼ˆgongï¼‰,Pacific Ocean  ,TUNA & TUNA LIKE,20-Sep-17,31-Mar-20,Not specified,8791502,YES,NO,,,,,
China,11755,PING TAI RONG 303,China,(ZHE)CHUANDENG(JI)(2017)FT-200138,BZW3P,FU YUAN YU 013,Zhoushan,"PING TAI RONG OCEAN FISHERY GROUP CO., LTD","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",YE HUA FU,China,CN,BZW3P,Triton: 515982,China,1999,Tuna longliner,20,Longlines (not specified),45.2,Registered,Meters,3.65,Meters,8.2,Meters,525,GT,735,KW,Blast,91.88,KW,2,652,CuM,LLT,No.GH-0552(2019)Guoyu(gong),Pacific Ocean,Tuna,23-Apr-19,31-Mar-99,Not specified,8687414,Yes,NO,,,,,
China,11776,PING TAI RONG 313,China,(ZHE)CHUANDENG(JI)(2019)FT-200010,BZUU5,NONE,Zhoushan,"PING TAI RONG OCEAN FISHERY GROUP CO., LTD","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",HAN SONGGUO,China,NONE,BZUU5,Triton: 516367,China,2019,Tuna longliner,17,Longlines (not specified),44.12,Registered,Meters,3.9,Meters,7.7,Meters,496,GT,960,KW,plate,4.5,mt/day,3,448,CuM,LLT,No.GH-0504(2019)Guoyu(gong),Pacific Ocean,SOUTH ALBACORE,29-Jan-19,31-Mar-99,Not Applicable,9877420,Yes,NO,,,,,
China,11756,PING TAI RONG 316,China,(ZHE)CHUANDENG(JI)(2017)FT-200132,BZW8O,HAI XING 816,Zhoushan,"PING TAI RONG OCEAN FISHERY GROUP CO., LTD","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",HUA YUE HAI,China,CN,BZW8O,Triton: 515693,China,2013,Tuna longliner,17,Longlines (not specified),40.15,Registered,Meters,3.7,Meters,7.3,Meters,428,GT,960,KW,Blast,4,MT/Dday,3,386,CuM,LLT,No.GH-0553(2019)Guoyu(gong),Pacific Ocean,"South Albacore,Tuna and Tuna-like species",23-Apr-19,31-Mar-99,Not specified,9702924,Yes,NO,,,,,
China,10703,PING TAI RONG 318,China,(ZHE)CHUANDENG(JI)(2017)FT-200133,BZW9O,HAI XING 818,Zhoushan,"PING TAI RONG OCEAN FISHERY GROUP CO., LTD","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",BAO SHAN SHAO,China,CN,BZW9O,Triton: 515952,China,2013,Tuna longliner,17,Longlines (not specified),40.15,Registered,Meters,3.7,Meters,7.3,Meters,428,GT,960,KW,Blast,4,MT/Dday,3,386,CuM,LLT,No.GH-0554(2019)Guoyu(gong),Pacific Ocean,"South Albacore, Tuna and Tuna-like species",23-Apr-19,31-Mar-99,Not specified,9702948,YES,NO,,,,,
China,11777,PING TAI RONG 331,China,(ZHE)CHUANDENG(JI)(2019)FT-200009,BZUU6,NONE,Zhoushan,"PING TAI RONG OCEAN FISHERY GROUP CO., LTD","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",ZHANG SHUIJUN,China,NONE,BZUU6,Triton: 516575,China,2019,Tuna longliner,17,Longlines (not specified),44.12,Registered,Meters,3.9,Meters,7.7,Meters,496,GT,960,KW,plate,4.5,mt/day,3,448,CuM,LLT,No.GH-0505(2019)Guoyu(gong),Pacific Ocean,SOUTH ALBACORE,29-Jan-19,31-Mar-99,Not Applicable,9877432,Yes,NO,,,,,
China,11612,PING TAI RONG LENG 1,China,(ZHE)CHUANDENG(JI)(2017)FT-200107,BZW8K,NONE,Zhoushan,"PING TAI RONG OCEAN FISHERY GROUP CO., LTD","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",FANG XIAN LONG ,China,NONE,BZW8K,Inmarsat C: 441302769,China,2017,FISH CARRIER,48,,107.9,Registered,Meters,9.2,Meters,16.6,Meters,"4,571.00",GT,3500,KW,Blast,660,KW,4,7396,CuM,FO,NO.GH-0785(2017)Guoyu(gong),Pacific Ocean,N/A,10-Aug-17,31-Mar-20,Not specified,9834894,Yes,NO,,,,,
China,11637,PING TAI RONG LENG 2,China,(ZHE)CHUANDENG(JI)(2017)FT-200153,BZW9K,NONE,Zhoushan,"PING TAI RONG OCEAN FISHERY GROUP CO., LTD","Floor 10-11th, PUTUO MARINE & FISHERIES BUILDING , NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY",CHEN FEI JIE,China,NONE,BZW9K,Inmarsat C:  441203038,China,2017,FISH CARRIER,48,,107.9,Registered,Meters,9.2,Meters,16.6,Meters,"4,571.00",GT,3500,KW,Blast,660,KW,4,7396,CuM,FO,No. GH-0857(2017)Guoyu(gong)),Pacific Ocean,N/A,14-Nov-17,31-Mar-20,Not specified,9839363,Yes,NO,,,,,
China,10151,PING TAI RONG 29,China,(ZHE)CHUANDENG(JI)(2016)FT-200076,BZ4VT,N.A.,Zhoushan,"Pingtairong Ocean Fishery Group Co., LTD","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",XU HONG BIN,China,n.a.,BZ4VT,Inmarsat C: 441202074,China,2011,Longliner,17,Longlines (not specified),40.13,Registered,Meters,3.8,Meters,7,Meters,394,GT,698,KW,Blast,4,MT/day,4,376,CuM,longline,No.GH-0517(2017)Guoyu(gong),Pacific Ocean,"SOUTH ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-17,31-Mar-20,Not specified,9655078,YES,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarawa,KI","Tuesday, August 2, 2016","Saturday, December 31, 2016"
China,10152,PING TAI RONG 49,China,(ZHE)CHUANDENG(JI)(2016)FT-200074,BZ5VT,N.A.,Zhoushan,"Pingtairong Ocean Fishery Group Co., LTD","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",CHEN PEI JIE,China,n.a.,BZ5VT,CLS TRITON ADVANCED:518193,China,2011,Longliner,17,Longlines (not specified),40.13,Registered,Meters,3.8,Meters,7,Meters,394,GT,698,KW,Blast,4,MT/day,4,376,CuM,longline,No.GH-0518(2017)Guoyu(gong),Pacific Ocean,"SOUTH ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-17,31-Mar-20,Not specified,9655080,YES,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarawa,KI","Tuesday, August 2, 2016","Saturday, December 31, 2016"
China,9268,QING YUAN YU 012,China,(ZHE)CHUANDENG(JI)(2018)FT-200185,BZZQ3,FUKUSHIN MARU NO.1,Zhoushan,"Pingtairong Ocean Fishery Group CO., LTD.","Floor 10-11th, Putuo Marine & Fisheries Building, No.9 West Donghai Road, Shenjiamen Street, Putuo District, Zhoushan City", FANG PING,China,Japan,BZZQ3,CLS Triton Advanced:519666,Japan,1995,Longliner,20,Longlines (not specified),47.92,Registered,Meters,3.8,Meters,8.7,Meters,577,GT,1029,KW,Blast,6,MT/day,4,456,MT,LONGLINE,NO.GH-0566(2018)Guoyu(gong),Pacific Ocean,Tuna,28-Nov-18,31-Mar-21,Not specified,8618762,YES,NO,,,,,
China,9923,PING TAI RONG 13,China,(ZHE)CHUANDENG(JI)(2016)FT-200022,BZ9VD,N.A.,Zhoushan,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",ZHONG DING GUO,China,n.a.,BZ9VD,CLS: 525272,China,2010,Longliner,16,Longlines (not specified),36.34,Registered,Meters,3.4,Meters,6.6,Meters,297,GT,698,KW,Blast,4,MT/day,4,239,CuM,longline,No.GH-0512(2017)Guoyu(gong),Pacific Ocean,"SOUTH ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-17,31-Mar-20,Not specified,9619244,YES,NO,,,,,
China,10149,PING TAI RONG 19,China,(ZHE)CHUANDENG(JI)(2016)FT-200075,BZ2VT,NONE,Zhoushan,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",CHEN NENG,China,NONE,BZ2VT,CLS TRITON ADVANCED: 518684,China,2011,Longliner,18,Longlines (not specified),40.13,Registered,Meters,3.8,Meters,7,Meters,394,GT,698,KW,Blast,4,MT/day,4,376,CuM,Longliner,No.GH-0515(2017)Guoyu(gong),Pacific Ocean,"SOUTH ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-17,31-Mar-20,Not specified,9655054,YES,YES: CCM-Flagged,Kiribati Fish Limited,Kiribati,"Betio,Tarwra,KI","Tuesday, August 2, 2016","Saturday, December 31, 2016"
China,10150,PING TAI RONG 25,China,(ZHE)CHUANDENG(JI)(2014)FT-200024ï¼ˆBU),BZ3VT,NA,Zhoushan,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",RUAN HE HU,China,NA,BZ3VT,CLS: 525237,China,2011,Longliner,17,Longlines (not specified),40.13,Registered,Meters,3.8,Meters,7,Meters,394,GT,698,KW,Blast,4,MT/day,4,376,CuM,Longline,No.GH-0516(2017)Guoyu(gong),Pacific Ocean,"SOUTH ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-17,31-Mar-20,Not specified,9655066,YES,NO,,,,,
China,9924,PING TAI RONG 31,China,(ZHE)CHUANDENG(JI)(2015)FT-200138,BZ7VE,N.A.,Zhoushan,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",FAN HAI TAO,China,n.a.,BZ7VE,Triton ADV: 525025,China,2010,Longliner,16,Longlines (not specified),36.34,Registered,Meters,3.4,Meters,6.6,Meters,297,GT,698,KW,Blast,4,MT/day,4,239,CuM,Longline,No.GH-0513(2017)Guoyu(gong),Pacific Ocean,"SOUTH ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-17,31-Mar-20,Not specified,9619256,YES,NO,,,,,
China,9925,PING TAI RONG 39,China,(ZHE)CHUANDENG(JI)(2015)FT-200139,BZ8VE,NONE,Zhoushan,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",DONG GUO MAN,China,NONE,BZ8VE,Inmarsat C: 441202686,China,2010,Longliner,16,Longlines (not specified),36.34,Registered,Meters,3.4,Meters,6.6,Meters,297,GT,698,KW,Blast,4,MT/day,4,239,CuM,Longline,No.GH-0514(2017)Guoyu(gong),Pacific Ocean,"South Albacore, Other Tuna and Tuna-like Species",01-Apr-17,31-Mar-20,Not specified,8628781,YES,NO,,,,,
China,10474,PING TAI RONG 50,China,(ZHE)CHUANDENG(JI)(2017)FT-200128,BZ4VU,NA,Zhoushan,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",GUO YONG LI,China,NA,BZ4VU,inmarsat C:441201775,China,2012,Longliner,17,Longlines (not specified),44.19,Registered,Meters,3.9,Meters,7.5,Meters,473,GT,928,KW,BLAST,52,KW,3,433,CuM,Longline,No.GH-0519(2017)Guoyu(gong),Pacific Ocean,"Albacore, Other Tuna and Tuna-like Species ",01-Apr-17,31-Mar-20,Not specified,9676747,YES,NO,,,,,
China,10476,PING TAI RONG 55,China,(ZHE)CHUANDENG(JI)(2017)FT-200129,BZ5VU,N.A,Zhoushan,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY
",HUANG HAI TANG,China,N.A,BZ5VU,Inmarsat C: 441220053,China,2012,Longliner,17,Longlines (not specified),44.19,Registered,Meters,3.9,Meters,7.5,Meters,473,GT,928,KW,Blast,52,KW,3,433,CuM,Longliner,No.GH-0520(2017)Guoyu(gong),Pacific Ocean,"ALBACORE, OTHER TUNA AND TUNA-LIKE SPECIES",01-Apr-17,31-Mar-20,Not specified,9676759,YES,NO,,,,,
